place_fips,name,risk_area,population,pop_class,state_abbr,lon,lat
0416410,Cottonwood,9.1561,12029.0,6.0,AZ,-112.0272955,34.737981164000104
0416830,Cowlic,0.0109,105.0,1.0,AZ,-111.98762338399996,31.80474749400005
0417460,Crozier,0.0216,21.0,1.0,AZ,-113.6483555,35.420045183000084
0417500,Crystal Beach,0.0187,250.0,2.0,AZ,-114.39263838599999,34.571373254000065
0417810,Cutter,0.3039,84.0,1.0,AZ,-110.65929083199995,33.358398791000106
0418160,Dateland,0.001,257.0,2.0,AZ,-113.54182423799995,32.820903830000084
0418448,Deer Creek,0.1855,230.0,1.0,AZ,-111.34887449999997,34.06782210800003
0418490,Del Muerto,0.0036,258.0,2.0,AZ,-109.43475653299998,36.186938777000115
0418580,Dennehotso,0.0005,587.0,3.0,AZ,-109.87906894599996,36.82080264600003
0418740,Desert Hills,0.0668,2764.0,5.0,AZ,-114.37539459599998,34.55054747500003
0419145,Dewey-Humboldt,6.5641,4326.0,5.0,AZ,-112.24976680099996,34.51742580700005
0419280,Dilkon,0.0021,1194.0,4.0,AZ,-110.31555246299996,35.36061319700006
0419630,Dolan Springs,0.3073,1734.0,4.0,AZ,-114.26972103799994,35.59175718200003
0419740,Doney Park,4.0417,5910.0,5.0,AZ,-111.50529299299996,35.26866873300001
0419790,Donovan Estates,0.004,1295.0,4.0,AZ,-114.67821975099997,32.70935425000004
0420050,Douglas,0.1771,16534.0,6.0,AZ,-109.538486,31.34599905600005
0420330,Dragoon,0.1252,178.0,1.0,AZ,-110.03647439599996,32.02636901100003
0420540,Drexel Heights,12.8415,27523.0,6.0,AZ,-111.04887232899995,32.14462531500007
0420560,Dripping Springs,0.0817,142.0,1.0,AZ,-110.75509490299999,33.10495356700005
0420570,Drysdale,0.0079,225.0,1.0,AZ,-114.70677379499995,32.645246387
0420680,Dudleyville,0.0519,597.0,3.0,AZ,-110.74092349999995,32.93225100800006
0420750,Duncan,0.0332,694.0,3.0,AZ,-109.10225626599998,32.719042433000034
0420960,Eagar,1.3399,4395.0,5.0,AZ,-109.29523994399995,34.10582084300006
0421310,East Fork,0.158,672.0,3.0,AZ,-109.924642,33.807897676000024
0421410,East Globe,1.4414,259.0,2.0,AZ,-110.70527423899996,33.35121929999998
0421545,East Verde Estates,0.4479,151.0,1.0,AZ,-111.36756225,34.29958467500003
0421800,Ehrenberg,0.015,763.0,3.0,AZ,-114.48827688499996,33.61744280700004
0421900,El Capitan,0.0684,48.0,1.0,AZ,-110.783302188,33.238350108000084
0421980,Elephant Head,7.8463,588.0,3.0,AZ,-110.99205147199996,31.765872668000064
0422080,Elfrida,0.4906,421.0,2.0,AZ,-109.68960442699996,31.68574706600007
0422150,Elgin,0.3368,162.0,1.0,AZ,-110.53483867599999,31.668033276000077
0422220,El Mirage,1.8285,35805.0,6.0,AZ,-112.32714163199996,33.59050379000007
0422360,Eloy,1.065,15635.0,6.0,AZ,-111.55469958599997,32.75337715300004
0422400,El Prado Estates,0.1272,320.0,2.0,AZ,-114.52148346399997,32.70620940700006
0423512,First Mesa,0.0017,1352.0,4.0,AZ,-110.3587195,35.848316668000066
0423620,Flagstaff,15.2242,76831.0,7.0,AZ,-111.65839474999996,35.17249661200006
0423760,Florence,1.527,26785.0,6.0,AZ,-111.38352842399996,33.031247794
0423955,Flowing Springs,1.076,34.0,1.0,AZ,-111.33789201399998,34.31302226400003
0423960,Flowing Wells,2.0561,15657.0,6.0,AZ,-111.00971193599997,32.29334843800008
0424100,Forest Lakes,0.0952,155.0,1.0,AZ,-110.81065347999998,34.329937314000034
0424250,Fort Apache,9.4884,113.0,1.0,AZ,-109.98726593599997,33.79072875800006
0424460,Fort Defiance,0.0417,3541.0,5.0,AZ,-109.08047677899998,35.78687970400007
0424895,Fort Mohave,0.6876,16190.0,6.0,AZ,-114.58575349999997,35.00429211600002
0424950,Fort Thomas,0.0252,319.0,2.0,AZ,-109.96649065799994,33.02222179200004
0425030,Fortuna Foothills,0.0309,27776.0,6.0,AZ,-114.39752981799995,32.66159183800007
0425045,Fort Valley,2.9437,1682.0,4.0,AZ,-111.72527646699996,35.25541139000003
0425300,Fountain Hills,2.9713,23820.0,6.0,AZ,-111.73975971599998,33.60719711100007
0425650,Franklin,0.0026,75.0,1.0,AZ,-109.07206336599995,32.6770349770001
0425720,Fredonia,0.0234,1323.0,4.0,AZ,-112.51994165499997,36.96341203300003
0425735,Freedom Acres,2.0028,90.0,1.0,AZ,-111.30515165699995,34.31987878300002
0426070,Gadsden,0.0021,571.0,3.0,AZ,-114.78109907099999,32.556379221000014
0426210,Ganado,0.0129,883.0,3.0,AZ,-109.55037667799996,35.70162214500003
0426780,Geronimo Estates,0.4,30.0,1.0,AZ,-111.36180610999997,34.369439476
0427050,Gila Bend,0.0238,1892.0,4.0,AZ,-112.71287121699999,32.94477808800009
0427260,Gila Crossing,4.1052,636.0,3.0,AZ,-112.16264827799995,33.27303133600004
0427400,Gilbert,0.8657,267918.0,9.0,AZ,-111.78716702599996,33.33289254300003
0427540,Gisela,0.5744,536.0,3.0,AZ,-111.30111374999996,34.09658915500004
0427820,Glendale,0.7841,248325.0,8.0,AZ,-112.19014628199994,33.53341922900005
0428030,Globe,44.6698,7249.0,5.0,AZ,-110.78860120899998,33.39468617100003
0428140,Gold Canyon,1.3437,11404.0,6.0,AZ,-111.4620981,33.35565969400005
0428190,Golden Shores,0.0894,1927.0,4.0,AZ,-114.47774047599995,34.78188775000004
0428195,Golden Valley,8.4964,8801.0,5.0,AZ,-114.13925644599999,35.21677338100007
0428380,Goodyear,1.3991,95294.0,7.0,AZ,-112.36374971699996,33.43910454000007
0428465,Goodyear Village,0.7675,463.0,2.0,AZ,-111.87238152799995,33.19731484300008
0428981,Grand Canyon Village,0.057,1784.0,4.0,AZ,-112.15662746,36.049224550000126
0428985,Grand Canyon West,0.0,0.0,1.0,AZ,-113.81025334999998,35.99978561200001
0429430,Greasewood,0.0009,372.0,2.0,AZ,-109.86139429199994,35.52793846900003
0429603,Greenehaven,0.0001,381.0,2.0,AZ,-111.55656425499996,36.995969498000036
0429710,Green Valley,9.7627,22616.0,6.0,AZ,-110.99632955099997,31.879562874000065
0429850,Greer,0.0113,58.0,1.0,AZ,-109.46110929099996,34.005409593000046
0430270,Guadalupe,3.2473,5322.0,5.0,AZ,-111.96319875399996,33.366438238
0430550,Gu Oidak,0.0086,126.0,1.0,AZ,-112.02353970099995,31.92056673500008
0430830,Hackberry,0.064,103.0,1.0,AZ,-113.71859643799996,35.372912883
0430840,Haigler Creek,0.3306,35.0,1.0,AZ,-110.97190661799999,34.21632999800002
0430850,Haivana Nakya,0.0141,72.0,1.0,AZ,-111.72188425,32.00892313300006
0431182,Hard Rock,0.0003,38.0,1.0,AZ,-110.50484179199998,36.03092606300003
0432020,Hayden,0.0594,512.0,3.0,AZ,-110.78142617599997,32.999503453000024
0432310,Heber-Overgaard,0.3554,2898.0,5.0,AZ,-110.56957870799994,34.414136672
0433280,Holbrook,0.0332,4858.0,5.0,AZ,-110.16723668999998,34.90439042700004
0433440,Hondah,3.0966,814.0,3.0,AZ,-109.91495067499994,34.08597277500009
0433945,Hotevilla-Bacavi,0.0005,1001.0,4.0,AZ,-110.65697043299997,35.922520485000064
0433980,Houck,0.0127,886.0,3.0,AZ,-109.22367003899996,35.27145204300006
0434120,Huachuca City,2.6099,1626.0,4.0,AZ,-110.34226340899994,31.630802825000053
0434700,Hunter Creek,2.9287,51.0,1.0,AZ,-111.01592691699994,34.30536872499999
0434980,Icehouse Canyon,1.827,574.0,3.0,AZ,-110.79654202999996,33.35531374800008
0435310,Indian Wells,0.001,232.0,1.0,AZ,-110.10615620299995,35.40889002300001
0436010,Jakes Corner,0.0871,98.0,1.0,AZ,-111.32023381599998,34.00822931300011
0436150,Jeddito,0.0014,346.0,2.0,AZ,-110.13045270199996,35.76971621000007
0436290,Jerome,0.2033,464.0,2.0,AZ,-112.10725900299998,34.74662959000009
0436430,Joseph City,0.0175,1307.0,4.0,AZ,-110.332033,34.958300760000036
0436440,J-Six Ranchettes,0.2158,647.0,3.0,AZ,-110.46635702599997,31.96660077900009
0436475,Kachina Village,2.5301,2502.0,5.0,AZ,-111.69264089299998,35.09492461800004
0436500,Kaibab,0.0027,140.0,1.0,AZ,-112.72364633899997,36.88147971800002
0436535,Kaibab Estates West,0.0589,1034.0,4.0,AZ,-112.50180859699998,35.27618494899999
0436640,Kaibito,0.0006,1540.0,4.0,AZ,-111.10713974,36.59199971900011
0436780,Kaka,0.0046,83.0,1.0,AZ,-112.32113824999998,32.51166752000009
0436920,Katherine,0.1158,76.0,1.0,AZ,-114.56152929599995,35.22060744200012
0436990,Kayenta,0.0006,4670.0,5.0,AZ,-110.25896945099998,36.71434695800004
0437130,Keams Canyon,0.001,265.0,2.0,AZ,-110.20111424199996,35.822924621
0437200,Kearny,0.0463,1741.0,4.0,AZ,-110.90761909399998,33.05609560600003
0437620,Kingman,15.8133,32689.0,6.0,AZ,-114.05378133199997,35.18942811200009
0437935,Kino Springs,0.0801,166.0,1.0,AZ,-110.80974645499998,31.364115186000028
0438250,Klagetoh,0.0057,181.0,1.0,AZ,-109.52830004099997,35.50094434600004
0438290,Kleindale,1.0403,165.0,1.0,AZ,-110.9124535,32.26699374600004
0438530,Kohatk,0.0092,37.0,1.0,AZ,-112.00301209,32.57828258600004
0438600,Kohls Ranch,1.006,30.0,1.0,AZ,-111.08385337799996,34.32104905900005
0438655,Komatke,8.2306,1013.0,4.0,AZ,-112.16154480899996,33.295294315000035
0438950,Ko Vaya,0.017,43.0,1.0,AZ,-111.89588913199998,32.08150136600007
0439100,Kykotsmovi Village,0.0015,736.0,3.0,AZ,-110.60481549999997,35.880204263000046
0439370,Lake Havasu City,0.04,57144.0,7.0,AZ,-114.34399501599995,34.47523425100003
0439720,Lake Montezuma,0.8948,5111.0,5.0,AZ,-111.79583659899998,34.64146789300007
0439790,Lake of the Woods,6.9571,3648.0,5.0,AZ,-109.99362883299995,34.154755170000065
0440160,La Paz Valley,0.0022,368.0,2.0,AZ,-114.24344941199996,33.55779923200004
0440400,Lazy Y U,2.0937,474.0,2.0,AZ,-113.96846815199996,35.136916864000064
0440415,LeChee,0.0039,1236.0,4.0,AZ,-111.43930949999998,36.84825632200002
0440630,Leupp,0.0173,934.0,3.0,AZ,-110.96295056999998,35.28334533100005
0441085,Linden,0.9168,2760.0,5.0,AZ,-110.14242710599996,34.262464234000014
0441330,Litchfield Park,2.3406,6847.0,5.0,AZ,-112.35841971199994,33.499506883000016
0441470,Littlefield,0.5851,256.0,2.0,AZ,-113.92441537099995,36.89080760600005
0442460,Lower Santan Village,1.0213,437.0,2.0,AZ,-111.78531365399999,33.14274323600008
0442590,Low Mountain,0.002,631.0,3.0,AZ,-110.09811984499999,35.94808451500008
0442660,Lukachukai,0.004,1424.0,4.0,AZ,-109.22673586899998,36.41117583700004
0442940,Lupton,0.0207,19.0,1.0,AZ,-109.05281836599994,35.354749080000026
0443150,McConnico,0.4747,63.0,1.0,AZ,-114.08980234199998,35.163603582000064
0443430,McNary,0.5359,484.0,2.0,AZ,-109.8541525699999,34.09234809300001
0443570,McNeal,0.1865,182.0,1.0,AZ,-109.65960149999995,31.609413963000065
0443920,Maish Vaya,0.0097,129.0,1.0,AZ,-112.13421654599995,32.17030059700007
0443990,Mammoth,0.0992,1076.0,4.0,AZ,-110.64451888899998,32.72335975600004
0444200,Many Farms,0.0019,1243.0,4.0,AZ,-109.62714849999998,36.35320266500004
0444270,Marana,1.4685,51908.0,7.0,AZ,-111.22288149999997,32.433856697000074
0444410,Maricopa,1.4926,58125.0,7.0,AZ,-112.04414820799997,33.05823491200004
0444450,Maricopa Colony,1.6417,854.0,3.0,AZ,-112.24211724999998,33.373405699000074
0444830,Martinez Lake,0.0028,94.0,1.0,AZ,-114.46594105899999,32.986420708000026
0445180,Mayer,1.9403,1558.0,4.0,AZ,-112.24079177999994,34.42337281600004
0445275,Mead Ranch,0.2951,42.0,1.0,AZ,-111.14293372499998,34.34619166900007
0445285,Meadview,0.0889,1420.0,4.0,AZ,-114.08838753999999,35.998391550000036
0446000,Mesa,0.4447,504258.0,10.0,AZ,-111.816324,33.42270774700006
0446005,Mesa del Caballo,10.0869,781.0,3.0,AZ,-111.29521877199994,34.285969896
0446070,Mescal,0.5039,1751.0,4.0,AZ,-110.43670669799997,31.967433962000033
0446087,Mesquite Creek,0.7934,403.0,2.0,AZ,-114.57136752399997,34.960593155
0446350,Miami,2.8439,1541.0,4.0,AZ,-110.867729,33.39763622100006
0446840,Miracle Valley,2.1776,571.0,3.0,AZ,-110.14853217899999,31.382904779000068
0447190,Moccasin,0.0256,53.0,1.0,AZ,-112.75451512999996,36.909839289000054
0447330,Moenkopi,0.0078,771.0,3.0,AZ,-111.22123245499995,36.11247961700007
0447400,Mohave Valley,0.6389,2693.0,5.0,AZ,-114.59823276799995,34.921531413
0447495,Mojave Ranch Estates,1.0571,53.0,1.0,AZ,-114.589102,34.942383561000064
0447610,Morenci,0.0078,2028.0,4.0,AZ,-109.33201449999996,33.057115064000044
0447680,Mormon Lake,0.0121,90.0,1.0,AZ,-111.45270005999998,34.911249365000096
0447750,Morristown,0.0839,186.0,1.0,AZ,-112.613523694,33.85484224300006
0447820,Mountainaire,1.711,1068.0,4.0,AZ,-111.64932189899997,35.09204972200008
0447925,Mountain View Ranches,0.529,1508.0,4.0,AZ,-111.47276719599995,35.23357010700001
0448170,Munds Park,0.327,1096.0,4.0,AZ,-111.63178605299998,34.93818974300004
0448310,Naco,1.0092,824.0,3.0,AZ,-109.9465795,31.34227634600006
0449010,Nazlini,0.0031,505.0,3.0,AZ,-109.47261958499996,35.915533271000044
0449100,Nelson,0.2809,249.0,1.0,AZ,-111.26494513199998,32.429808636000054
0449270,New Kingman-Butler,10.5685,12907.0,6.0,AZ,-114.008214,35.26119176000002
0449360,New River,0.5217,17290.0,6.0,AZ,-112.14051461699995,33.91532969100005
0449640,Nogales,6.0157,19770.0,6.0,AZ,-110.93362971199997,31.362479878000027
0449710,Nolic,0.0139,12.0,1.0,AZ,-111.95498568299996,32.03419577900006
0450000,North Fork,0.0512,1467.0,4.0,AZ,-109.99941724999996,34.023271106
0450340,Nutrioso,0.0387,39.0,1.0,AZ,-109.20590420499997,33.95143390100004
0450362,Oak Creek Canyon,0.1939,442.0,2.0,AZ,-111.73468,34.91493358500002
0450480,Oak Springs,0.0092,54.0,1.0,AZ,-109.1321655,35.47570850800003
0450620,Oatman,0.2309,102.0,1.0,AZ,-114.38384445199995,35.027365022000026
0451142,Oljato-Monument Valley,0.0007,115.0,1.0,AZ,-110.193934,36.98654007200007
0451180,Oracle,1.4708,3051.0,5.0,AZ,-110.78624249999996,32.61463746400008
0451465,Orange Grove Mobile Manor,0.0425,495.0,2.0,AZ,-114.66059839299999,32.59844164900004
0451600,Oro Valley,8.9731,47070.0,6.0,AZ,-110.97658145199995,32.42261048500005
0451775,Oxbow Estates,0.498,198.0,1.0,AZ,-111.34392,34.18366550600009
0451800,Padre Ranchitos,0.1115,133.0,1.0,AZ,-114.64158771099996,32.64959329200009
0451810,Page,0.0083,7440.0,5.0,AZ,-111.45942961899999,36.9172662070001
0452230,Palominas,1.0379,222.0,1.0,AZ,-110.12110818999997,31.383814809000018
0452930,Paradise Valley,2.1496,12658.0,6.0,AZ,-111.94268472599998,33.532622932000045
0453070,Parker,0.1441,3417.0,5.0,AZ,-114.28524858999998,34.14206151900003
0453210,Parker Strip,0.0125,621.0,3.0,AZ,-114.128748,34.266914725000085
0453350,Parks,0.565,1382.0,4.0,AZ,-111.94616649199997,35.255817489000016
0453490,Patagonia,0.2458,804.0,3.0,AZ,-110.74770965399995,31.543573169000087
0453560,Paulden,0.2883,5567.0,5.0,AZ,-112.49378661699996,34.88989348700005
0453700,Payson,44.8671,16351.0,6.0,AZ,-111.319448723,34.24316020500008
0453770,Peach Springs,0.0172,1098.0,4.0,AZ,-113.43198161499998,35.53144736700004
0453910,Peeples Valley,0.0867,499.0,2.0,AZ,-112.76533337899997,34.27723127600004
0454050,Peoria,0.3845,190985.0,8.0,AZ,-112.23913386499999,33.57568823200004
0454190,Peridot,0.2114,1308.0,4.0,AZ,-110.45604149999997,33.295134979000075
0455000,Phoenix,0.6467,1608139.0,10.0,AZ,-112.07386809299999,33.446114308000034
0455210,Picacho,0.0518,250.0,2.0,AZ,-111.49105317999995,32.709123381000026
0455300,Picture Rocks,1.2679,9551.0,5.0,AZ,-111.2557397,32.327300818
0455560,Pima,0.1482,2847.0,5.0,AZ,-109.84089196599996,32.88763887200003
0455630,Pinal,39.542,456.0,2.0,AZ,-110.7571795,33.37907572900007
0455700,Pine,4.7417,1953.0,4.0,AZ,-111.45736601799996,34.378820999000055
0455840,Pinedale,0.1947,482.0,2.0,AZ,-110.259899003,34.32072457500002
0455845,Pine Lake,0.1349,142.0,1.0,AZ,-113.87393248699999,35.08870478300002
0455880,Pinetop Country Club,3.2856,1409.0,4.0,AZ,-109.89103785199995,34.11633575700006
0455980,Pinetop-Lakeside,9.5233,4030.0,5.0,AZ,-109.96557306499994,34.14851873400007
0455983,Pinion Pines,0.8934,158.0,1.0,AZ,-113.90580812599995,35.146631290000066
0456120,Pinon,0.0011,1084.0,4.0,AZ,-110.22094221599997,36.09917078700005
0456400,Pirtleville,1.2849,1412.0,4.0,AZ,-109.56616535499995,31.361342656
0456470,Pisinemo,0.0036,359.0,2.0,AZ,-112.31922464999997,32.034915114000064
0457170,Poston,0.0027,183.0,1.0,AZ,-114.40456014399996,33.99209186600004
0457380,Prescott,10.7571,45827.0,6.0,AZ,-112.46595694899997,34.54316254300007
0457450,Prescott Valley,10.0251,46785.0,6.0,AZ,-112.31809393499998,34.59543029900006
0458010,Quartzsite,0.0139,2413.0,4.0,AZ,-114.21703925099996,33.66750506500009
0458150,Queen Creek,5.2578,59519.0,7.0,AZ,-111.63556695399996,33.24026392500006
0458290,Queen Valley,0.239,967.0,3.0,AZ,-111.30494270899999,33.2830492890001
0458620,Rainbow City,1.8006,1001.0,4.0,AZ,-109.97627503599996,33.87303607200005
0458870,Rancho Mesa Verde,0.022,571.0,3.0,AZ,-114.65508160199995,32.59438668900001
0459372,Red Lake,0.393,1680.0,4.0,AZ,-112.14959174999996,35.36358081200003
0459550,Red Mesa,0.0024,354.0,2.0,AZ,-109.38280827199998,36.96638561900002
0459690,Red Rock,0.0046,136.0,1.0,AZ,-109.06422,36.60208536300009
0459760,Red Rock,0.1906,2625.0,5.0,AZ,-111.33047013699996,32.57258271800009
0459900,Rillito,4.3549,94.0,1.0,AZ,-111.15492948499997,32.41568803500011
0460120,Rincon Valley,2.3874,5612.0,5.0,AZ,-110.68764816699996,32.11212801900005
0460180,Rio Rico,4.1564,20549.0,6.0,AZ,-110.98860092799998,31.49570082000001
0460250,Rio Verde,0.5151,2210.0,4.0,AZ,-111.67615290999998,33.72664247200002
0460770,Rock House,0.023,10.0,1.0,AZ,-110.943846,33.633936264000056
0460880,Rock Point,0.0005,552.0,3.0,AZ,-109.62874024699994,36.717348679000075
0461300,Roosevelt,0.023,26.0,1.0,AZ,-111.12527489999997,33.661853712000045
0461302,Roosevelt Estates,0.3837,449.0,2.0,AZ,-110.99970999099997,33.62002445100006
